kdrg_code,kdrg_name,aadrg_code,aadrg_name,partition,mdc_code,cc_level,relative_weight,arithmetic_mean_los
G3208,화농성한선염 수술 - 특수4,G320,화농성한선염 수술,S,,8,0.0,0.0
G3209,화농성한선염 수술 - 특수5,G320,화농성한선염 수술,S,,9,0.0,0.0
G3310,소화기계 질환을 위한 진단적 시술,G331,소화기계 질환을 위한 진단적 시술,S,,0,0.0,0.0
G3311,소화기계 질환을 위한 진단적 시술 - 경도,G331,소화기계 질환을 위한 진단적 시술,S,,1,0.0,0.0
G3312,소화기계 질환을 위한 진단적 시술 - 중등도,G331,소화기계 질환을 위한 진단적 시술,S,,2,0.0,0.0
G3313,소화기계 질환을 위한 진단적 시술 - 중증,G331,소화기계 질환을 위한 진단적 시술,S,,3,0.0,0.0
G3314,소화기계 질환을 위한 진단적 시술 - 최중증,G331,소화기계 질환을 위한 진단적 시술,S,,4,0.0,0.0
G3315,소화기계 질환을 위한 진단적 시술 - 특수1,G331,소화기계 질환을 위한 진단적 시술,S,,5,0.0,0.0
G3316,소화기계 질환을 위한 진단적 시술 - 특수2,G331,소화기계 질환을 위한 진단적 시술,S,,6,0.0,0.0
G3317,소화기계 질환을 위한 진단적 시술 - 특수3,G331,소화기계 질환을 위한 진단적 시술,S,,7,0.0,0.0
G3318,소화기계 질환을 위한 진단적 시술 - 특수4,G331,소화기계 질환을 위한 진단적 시술,S,,8,0.0,0.0
G3319,소화기계 질환을 위한 진단적 시술 - 특수5,G331,소화기계 질환을 위한 진단적 시술,S,,9,0.0,0.0
G3320,기타 소화기계 수술,G332,기타 소화기계 수술,S,,0,0.0,0.0
G3321,기타 소화기계 수술 - 경도,G332,기타 소화기계 수술,S,,1,0.0,0.0
G3322,기타 소화기계 수술 - 중등도,G332,기타 소화기계 수술,S,,2,0.0,0.0
G3323,기타 소화기계 수술 - 중증,G332,기타 소화기계 수술,S,,3,0.0,0.0
G3324,기타 소화기계 수술 - 최중증,G332,기타 소화기계 수술,S,,4,0.0,0.0
G3325,기타 소화기계 수술 - 특수1,G332,기타 소화기계 수술,S,,5,0.0,0.0
G3326,기타 소화기계 수술 - 특수2,G332,기타 소화기계 수술,S,,6,0.0,0.0
G3327,기타 소화기계 수술 - 특수3,G332,기타 소화기계 수술,S,,7,0.0,0.0
G3328,기타 소화기계 수술 - 특수4,G332,기타 소화기계 수술,S,,8,0.0,0.0
G3329,기타 소화기계 수술 - 특수5,G332,기타 소화기계 수술,S,,9,0.0,0.0
G3400,소화기계 질환의 혈관색전술,G340,소화기계 질환의 혈관색전술,S,,0,0.0,0.0
G3401,소화기계 질환의 혈관색전술 - 경도,G340,소화기계 질환의 혈관색전술,S,,1,0.0,0.0
G3402,소화기계 질환의 혈관색전술 - 중등도,G340,소화기계 질환의 혈관색전술,S,,2,0.0,0.0
G3403,소화기계 질환의 혈관색전술 - 중증,G340,소화기계 질환의 혈관색전술,S,,3,0.0,0.0
G3404,소화기계 질환의 혈관색전술 - 최중증,G340,소화기계 질환의 혈관색전술,S,,4,0.0,0.0
G3405,소화기계 질환의 혈관색전술 - 특수1,G340,소화기계 질환의 혈관색전술,S,,5,0.0,0.0
G3406,소화기계 질환의 혈관색전술 - 특수2,G340,소화기계 질환의 혈관색전술,S,,6,0.0,0.0
G3407,소화기계 질환의 혈관색전술 - 특수3,G340,소화기계 질환의 혈관색전술,S,,7,0.0,0.0
G3408,소화기계 질환의 혈관색전술 - 특수4,G340,소화기계 질환의 혈관색전술,S,,8,0.0,0.0
G3409,소화기계 질환의 혈관색전술 - 특수5,G340,소화기계 질환의 혈관색전술,S,,9,0.0,0.0
G6010,소화기 악성종양(방사선치료를 받은 경우),G601,소화기 악성종양(방사선치료를 받은 경우),M,,0,0.0,0.0
G6011,소화기 악성종양(방사선치료를 받은 경우) - 경도,G601,소화기 악성종양(방사선치료를 받은 경우),M,,1,0.0,0.0
G6012,소화기 악성종양(방사선치료를 받은 경우) - 중등도,G601,소화기 악성종양(방사선치료를 받은 경우),M,,2,0.0,0.0
G6013,소화기 악성종양(방사선치료를 받은 경우) - 중증,G601,소화기 악성종양(방사선치료를 받은 경우),M,,3,0.0,0.0
G6014,소화기 악성종양(방사선치료를 받은 경우) - 최중증,G601,소화기 악성종양(방사선치료를 받은 경우),M,,4,0.0,0.0
G6015,소화기 악성종양(방사선치료를 받은 경우) - 특수1,G601,소화기 악성종양(방사선치료를 받은 경우),M,,5,0.0,0.0
G6016,소화기 악성종양(방사선치료를 받은 경우) - 특수2,G601,소화기 악성종양(방사선치료를 받은 경우),M,,6,0.0,0.0
G6017,소화기 악성종양(방사선치료를 받은 경우) - 특수3,G601,소화기 악성종양(방사선치료를 받은 경우),M,,7,0.0,0.0
G6018,소화기 악성종양(방사선치료를 받은 경우) - 특수4,G601,소화기 악성종양(방사선치료를 받은 경우),M,,8,0.0,0.0
G6019,소화기 악성종양(방사선치료를 받은 경우) - 특수5,G601,소화기 악성종양(방사선치료를 받은 경우),M,,9,0.0,0.0
G6020,소화기 악성종양(화학요법을 받은 경우),G602,소화기 악성종양(화학요법을 받은 경우),M,,0,0.0,0.0
G6021,소화기 악성종양(화학요법을 받은 경우) - 경도,G602,소화기 악성종양(화학요법을 받은 경우),M,,1,0.0,0.0
G6022,소화기 악성종양(화학요법을 받은 경우) - 중등도,G602,소화기 악성종양(화학요법을 받은 경우),M,,2,0.0,0.0
G6023,소화기 악성종양(화학요법을 받은 경우) - 중증,G602,소화기 악성종양(화학요법을 받은 경우),M,,3,0.0,0.0
G6024,소화기 악성종양(화학요법을 받은 경우) - 최중증,G602,소화기 악성종양(화학요법을 받은 경우),M,,4,0.0,0.0
G6025,소화기 악성종양(화학요법을 받은 경우) - 특수1,G602,소화기 악성종양(화학요법을 받은 경우),M,,5,0.0,0.0
G6026,소화기 악성종양(화학요법을 받은 경우) - 특수2,G602,소화기 악성종양(화학요법을 받은 경우),M,,6,0.0,0.0
G6027,소화기 악성종양(화학요법을 받은 경우) - 특수3,G602,소화기 악성종양(화학요법을 받은 경우),M,,7,0.0,0.0
G6028,소화기 악성종양(화학요법을 받은 경우) - 특수4,G602,소화기 악성종양(화학요법을 받은 경우),M,,8,0.0,0.0
G6029,소화기 악성종양(화학요법을 받은 경우) - 특수5,G602,소화기 악성종양(화학요법을 받은 경우),M,,9,0.0,0.0
G6030,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우),G603,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우),M,,0,0.0,0.0
G6031,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우) - 경도,G603,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우),M,,1,0.0,0.0
G6032,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우) - 중등도,G603,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우),M,,2,0.0,0.0
G6033,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우) - 중증,G603,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우),M,,3,0.0,0.0
G6034,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우) - 최중증,G603,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우),M,,4,0.0,0.0
G6035,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우) - 특수1,G603,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우),M,,5,0.0,0.0
G6036,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우) - 특수2,G603,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우),M,,6,0.0,0.0
G6037,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우) - 특수3,G603,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우),M,,7,0.0,0.0
G6038,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우) - 특수4,G603,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우),M,,8,0.0,0.0
G6039,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우) - 특수5,G603,소화기 악성종양(방사선치료 및 화학요법을 받지 않은 경우),M,,9,0.0,0.0
G6110,정맥류 출혈,G611,정맥류 출혈,M,,0,0.0,0.0
G6111,정맥류 출혈 - 경도,G611,정맥류 출혈,M,,1,0.0,0.0
G6112,정맥류 출혈 - 중등도,G611,정맥류 출혈,M,,2,0.0,0.0
G6113,정맥류 출혈 - 중증,G611,정맥류 출혈,M,,3,0.0,0.0
G6114,정맥류 출혈 - 최중증,G611,정맥류 출혈,M,,4,0.0,0.0
G6115,정맥류 출혈 - 특수1,G611,정맥류 출혈,M,,5,0.0,0.0
G6116,정맥류 출혈 - 특수2,G611,정맥류 출혈,M,,6,0.0,0.0
G6117,정맥류 출혈 - 특수3,G611,정맥류 출혈,M,,7,0.0,0.0
G6118,정맥류 출혈 - 특수4,G611,정맥류 출혈,M,,8,0.0,0.0
G6119,정맥류 출혈 - 특수5,G611,정맥류 출혈,M,,9,0.0,0.0
G6120,기타 위장관 출혈(천공 동반),G612,기타 위장관 출혈(천공 동반),M,,0,0.0,0.0
G6121,기타 위장관 출혈(천공 동반) - 경도,G612,기타 위장관 출혈(천공 동반),M,,1,0.0,0.0
G6122,기타 위장관 출혈(천공 동반) - 중등도,G612,기타 위장관 출혈(천공 동반),M,,2,0.0,0.0
G6123,기타 위장관 출혈(천공 동반) - 중증,G612,기타 위장관 출혈(천공 동반),M,,3,0.0,0.0
G6124,기타 위장관 출혈(천공 동반) - 최중증,G612,기타 위장관 출혈(천공 동반),M,,4,0.0,0.0
G6125,기타 위장관 출혈(천공 동반) - 특수1,G612,기타 위장관 출혈(천공 동반),M,,5,0.0,0.0
G6126,기타 위장관 출혈(천공 동반) - 특수2,G612,기타 위장관 출혈(천공 동반),M,,6,0.0,0.0
G6127,기타 위장관 출혈(천공 동반) - 특수3,G612,기타 위장관 출혈(천공 동반),M,,7,0.0,0.0
G6128,기타 위장관 출혈(천공 동반) - 특수4,G612,기타 위장관 출혈(천공 동반),M,,8,0.0,0.0
G6129,기타 위장관 출혈(천공 동반) - 특수5,G612,기타 위장관 출혈(천공 동반),M,,9,0.0,0.0
G6130,기타 위장관 출혈(천공 미동반),G613,기타 위장관 출혈(천공 미동반),M,,0,0.0,0.0
G6131,기타 위장관 출혈(천공 미동반) - 경도,G613,기타 위장관 출혈(천공 미동반),M,,1,0.0,0.0
G6132,기타 위장관 출혈(천공 미동반) - 중등도,G613,기타 위장관 출혈(천공 미동반),M,,2,0.0,0.0
G6133,기타 위장관 출혈(천공 미동반) - 중증,G613,기타 위장관 출혈(천공 미동반),M,,3,0.0,0.0
G6134,기타 위장관 출혈(천공 미동반) - 최중증,G613,기타 위장관 출혈(천공 미동반),M,,4,0.0,0.0
G6135,기타 위장관 출혈(천공 미동반) - 특수1,G613,기타 위장관 출혈(천공 미동반),M,,5,0.0,0.0
G6136,기타 위장관 출혈(천공 미동반) - 특수2,G613,기타 위장관 출혈(천공 미동반),M,,6,0.0,0.0
G6137,기타 위장관 출혈(천공 미동반) - 특수3,G613,기타 위장관 출혈(천공 미동반),M,,7,0.0,0.0
G6138,기타 위장관 출혈(천공 미동반) - 특수4,G613,기타 위장관 출혈(천공 미동반),M,,8,0.0,0.0
G6139,기타 위장관 출혈(천공 미동반) - 특수5,G613,기타 위장관 출혈(천공 미동반),M,,9,0.0,0.0
G6200,기타 합병증을 동반한 소화성 궤양,G620,기타 합병증을 동반한 소화성 궤양,M,,0,0.0,0.0
G6201,기타 합병증을 동반한 소화성 궤양 - 경도,G620,기타 합병증을 동반한 소화성 궤양,M,,1,0.0,0.0
G6202,기타 합병증을 동반한 소화성 궤양 - 중등도,G620,기타 합병증을 동반한 소화성 궤양,M,,2,0.0,0.0
G6203,기타 합병증을 동반한 소화성 궤양 - 중증,G620,기타 합병증을 동반한 소화성 궤양,M,,3,0.0,0.0
G6204,기타 합병증을 동반한 소화성 궤양 - 최중증,G620,기타 합병증을 동반한 소화성 궤양,M,,4,0.0,0.0
G6205,기타 합병증을 동반한 소화성 궤양 - 특수1,G620,기타 합병증을 동반한 소화성 궤양,M,,5,0.0,0.0
G6206,기타 합병증을 동반한 소화성 궤양 - 특수2,G620,기타 합병증을 동반한 소화성 궤양,M,,6,0.0,0.0
G6207,기타 합병증을 동반한 소화성 궤양 - 특수3,G620,기타 합병증을 동반한 소화성 궤양,M,,7,0.0,0.0
G6208,기타 합병증을 동반한 소화성 궤양 - 특수4,G620,기타 합병증을 동반한 소화성 궤양,M,,8,0.0,0.0
G6209,기타 합병증을 동반한 소화성 궤양 - 특수5,G620,기타 합병증을 동반한 소화성 궤양,M,,9,0.0,0.0
G6300,기타 합병증을 동반하지 않은 소화성 궤양,G630,기타 합병증을 동반하지 않은 소화성 궤양,M,,0,0.0,0.0
G6301,기타 합병증을 동반하지 않은 소화성 궤양 - 경도,G630,기타 합병증을 동반하지 않은 소화성 궤양,M,,1,0.0,0.0
G6302,기타 합병증을 동반하지 않은 소화성 궤양 - 중등도,G630,기타 합병증을 동반하지 않은 소화성 궤양,M,,2,0.0,0.0
G6303,기타 합병증을 동반하지 않은 소화성 궤양 - 중증,G630,기타 합병증을 동반하지 않은 소화성 궤양,M,,3,0.0,0.0
G6304,기타 합병증을 동반하지 않은 소화성 궤양 - 최중증,G630,기타 합병증을 동반하지 않은 소화성 궤양,M,,4,0.0,0.0
G6305,기타 합병증을 동반하지 않은 소화성 궤양 - 특수1,G630,기타 합병증을 동반하지 않은 소화성 궤양,M,,5,0.0,0.0
G6306,기타 합병증을 동반하지 않은 소화성 궤양 - 특수2,G630,기타 합병증을 동반하지 않은 소화성 궤양,M,,6,0.0,0.0
G6307,기타 합병증을 동반하지 않은 소화성 궤양 - 특수3,G630,기타 합병증을 동반하지 않은 소화성 궤양,M,,7,0.0,0.0
G6308,기타 합병증을 동반하지 않은 소화성 궤양 - 특수4,G630,기타 합병증을 동반하지 않은 소화성 궤양,M,,8,0.0,0.0
G6309,기타 합병증을 동반하지 않은 소화성 궤양 - 특수5,G630,기타 합병증을 동반하지 않은 소화성 궤양,M,,9,0.0,0.0
G6410,크론병,G641,크론병,M,,0,0.0,0.0
G6411,크론병 - 경도,G641,크론병,M,,1,0.0,0.0
G6412,크론병 - 중등도,G641,크론병,M,,2,0.0,0.0
G6413,크론병 - 중증,G641,크론병,M,,3,0.0,0.0
G6414,크론병 - 최중증,G641,크론병,M,,4,0.0,0.0
G6415,크론병 - 특수1,G641,크론병,M,,5,0.0,0.0
G6416,크론병 - 특수2,G641,크론병,M,,6,0.0,0.0
G6417,크론병 - 특수3,G641,크론병,M,,7,0.0,0.0
G6418,크론병 - 특수4,G641,크론병,M,,8,0.0,0.0
G6419,크론병 - 특수5,G641,크론병,M,,9,0.0,0.0
G6420,궤양성 대장염,G642,궤양성 대장염,M,,0,0.0,0.0
G6421,궤양성 대장염 - 경도,G642,궤양성 대장염,M,,1,0.0,0.0
G6422,궤양성 대장염 - 중등도,G642,궤양성 대장염,M,,2,0.0,0.0
G6423,궤양성 대장염 - 중증,G642,궤양성 대장염,M,,3,0.0,0.0
G6424,궤양성 대장염 - 최중증,G642,궤양성 대장염,M,,4,0.0,0.0
G6425,궤양성 대장염 - 특수1,G642,궤양성 대장염,M,,5,0.0,0.0
G6426,궤양성 대장염 - 특수2,G642,궤양성 대장염,M,,6,0.0,0.0
G6427,궤양성 대장염 - 특수3,G642,궤양성 대장염,M,,7,0.0,0.0
G6428,궤양성 대장염 - 특수4,G642,궤양성 대장염,M,,8,0.0,0.0
G6429,궤양성 대장염 - 특수5,G642,궤양성 대장염,M,,9,0.0,0.0
G6500,위장관 폐색,G650,위장관 폐색,M,,0,0.0,0.0
G6501,위장관 폐색 - 경도,G650,위장관 폐색,M,,1,0.0,0.0
G6502,위장관 폐색 - 중등도,G650,위장관 폐색,M,,2,0.0,0.0
G6503,위장관 폐색 - 중증,G650,위장관 폐색,M,,3,0.0,0.0
G6504,위장관 폐색 - 최중증,G650,위장관 폐색,M,,4,0.0,0.0
G6505,위장관 폐색 - 특수1,G650,위장관 폐색,M,,5,0.0,0.0
G6506,위장관 폐색 - 특수2,G650,위장관 폐색,M,,6,0.0,0.0
G6507,위장관 폐색 - 특수3,G650,위장관 폐색,M,,7,0.0,0.0
G6508,위장관 폐색 - 특수4,G650,위장관 폐색,M,,8,0.0,0.0
G6509,위장관 폐색 - 특수5,G650,위장관 폐색,M,,9,0.0,0.0
G6600,복통 또는 장간막 선염,G660,복통 또는 장간막 선염,M,,0,0.0,0.0
G6601,복통 또는 장간막 선염 - 경도,G660,복통 또는 장간막 선염,M,,1,0.0,0.0
G6602,복통 또는 장간막 선염 - 중등도,G660,복통 또는 장간막 선염,M,,2,0.0,0.0
G6603,복통 또는 장간막 선염 - 중증,G660,복통 또는 장간막 선염,M,,3,0.0,0.0
G6604,복통 또는 장간막 선염 - 최중증,G660,복통 또는 장간막 선염,M,,4,0.0,0.0
G6605,복통 또는 장간막 선염 - 특수1,G660,복통 또는 장간막 선염,M,,5,0.0,0.0
G6606,복통 또는 장간막 선염 - 특수2,G660,복통 또는 장간막 선염,M,,6,0.0,0.0
G6607,복통 또는 장간막 선염 - 특수3,G660,복통 또는 장간막 선염,M,,7,0.0,0.0
G6608,복통 또는 장간막 선염 - 특수4,G660,복통 또는 장간막 선염,M,,8,0.0,0.0
G6609,복통 또는 장간막 선염 - 특수5,G660,복통 또는 장간막 선염,M,,9,0.0,0.0
G6710,장관염,G671,장관염,M,,0,0.0,0.0
G6711,장관염 - 경도,G671,장관염,M,,1,0.0,0.0
G6712,장관염 - 중등도,G671,장관염,M,,2,0.0,0.0
G6713,장관염 - 중증,G671,장관염,M,,3,0.0,0.0
G6714,장관염 - 최중증,G671,장관염,M,,4,0.0,0.0
G6715,장관염 - 특수1,G671,장관염,M,,5,0.0,0.0
G6716,장관염 - 특수2,G671,장관염,M,,6,0.0,0.0
G6717,장관염 - 특수3,G671,장관염,M,,7,0.0,0.0
G6718,장관염 - 특수4,G671,장관염,M,,8,0.0,0.0
G6719,장관염 - 특수5,G671,장관염,M,,9,0.0,0.0
G6720,식도염 및 위십이지장염,G672,식도염 및 위십이지장염,M,,0,0.0,0.0
G6721,식도염 및 위십이지장염 - 경도,G672,식도염 및 위십이지장염,M,,1,0.0,0.0
G6722,식도염 및 위십이지장염 - 중등도,G672,식도염 및 위십이지장염,M,,2,0.0,0.0
G6723,식도염 및 위십이지장염 - 중증,G672,식도염 및 위십이지장염,M,,3,0.0,0.0
G6724,식도염 및 위십이지장염 - 최중증,G672,식도염 및 위십이지장염,M,,4,0.0,0.0
G6725,식도염 및 위십이지장염 - 특수1,G672,식도염 및 위십이지장염,M,,5,0.0,0.0
G6726,식도염 및 위십이지장염 - 특수2,G672,식도염 및 위십이지장염,M,,6,0.0,0.0
G6727,식도염 및 위십이지장염 - 특수3,G672,식도염 및 위십이지장염,M,,7,0.0,0.0
G6728,식도염 및 위십이지장염 - 특수4,G672,식도염 및 위십이지장염,M,,8,0.0,0.0
G6729,식도염 및 위십이지장염 - 특수5,G672,식도염 및 위십이지장염,M,,9,0.0,0.0
G6730,기타 위장관 증상,G673,기타 위장관 증상,M,,0,0.0,0.0
G6731,기타 위장관 증상 - 경도,G673,기타 위장관 증상,M,,1,0.0,0.0
G6732,기타 위장관 증상 - 중등도,G673,기타 위장관 증상,M,,2,0.0,0.0
G6733,기타 위장관 증상 - 중증,G673,기타 위장관 증상,M,,3,0.0,0.0
G6734,기타 위장관 증상 - 최중증,G673,기타 위장관 증상,M,,4,0.0,0.0
G6735,기타 위장관 증상 - 특수1,G673,기타 위장관 증상,M,,5,0.0,0.0
G6736,기타 위장관 증상 - 특수2,G673,기타 위장관 증상,M,,6,0.0,0.0
G6737,기타 위장관 증상 - 특수3,G673,기타 위장관 증상,M,,7,0.0,0.0
G6738,기타 위장관 증상 - 특수4,G673,기타 위장관 증상,M,,8,0.0,0.0
G6739,기타 위장관 증상 - 특수5,G673,기타 위장관 증상,M,,9,0.0,0.0
G6810,충수의 질환,G681,충수의 질환,M,,0,0.0,0.0
G6811,충수의 질환 - 경도,G681,충수의 질환,M,,1,0.0,0.0
G6812,충수의 질환 - 중등도,G681,충수의 질환,M,,2,0.0,0.0
G6813,충수의 질환 - 중증,G681,충수의 질환,M,,3,0.0,0.0
G6814,충수의 질환 - 최중증,G681,충수의 질환,M,,4,0.0,0.0
G6815,충수의 질환 - 특수1,G681,충수의 질환,M,,5,0.0,0.0
G6816,충수의 질환 - 특수2,G681,충수의 질환,M,,6,0.0,0.0
G6817,충수의 질환 - 특수3,G681,충수의 질환,M,,7,0.0,0.0
G6818,충수의 질환 - 특수4,G681,충수의 질환,M,,8,0.0,0.0
G6819,충수의 질환 - 특수5,G681,충수의 질환,M,,9,0.0,0.0
G6820,복막의 질환,G682,복막의 질환,M,,0,0.0,0.0
G6821,복막의 질환 - 경도,G682,복막의 질환,M,,1,0.0,0.0
G6822,복막의 질환 - 중등도,G682,복막의 질환,M,,2,0.0,0.0
G6823,복막의 질환 - 중증,G682,복막의 질환,M,,3,0.0,0.0
G6824,복막의 질환 - 최중증,G682,복막의 질환,M,,4,0.0,0.0
G6825,복막의 질환 - 특수1,G682,복막의 질환,M,,5,0.0,0.0
G6826,복막의 질환 - 특수2,G682,복막의 질환,M,,6,0.0,0.0
G6827,복막의 질환 - 특수3,G682,복막의 질환,M,,7,0.0,0.0
G6828,복막의 질환 - 특수4,G682,복막의 질환,M,,8,0.0,0.0
G6829,복막의 질환 - 특수5,G682,복막의 질환,M,,9,0.0,0.0
G6830,소화기계 시술 후 합병증,G683,소화기계 시술 후 합병증,M,,0,0.0,0.0
G6831,소화기계 시술 후 합병증 - 경도,G683,소화기계 시술 후 합병증,M,,1,0.0,0.0
G6832,소화기계 시술 후 합병증 - 중등도,G683,소화기계 시술 후 합병증,M,,2,0.0,0.0
G6833,소화기계 시술 후 합병증 - 중증,G683,소화기계 시술 후 합병증,M,,3,0.0,0.0
G6834,소화기계 시술 후 합병증 - 최중증,G683,소화기계 시술 후 합병증,M,,4,0.0,0.0
G6835,소화기계 시술 후 합병증 - 특수1,G683,소화기계 시술 후 합병증,M,,5,0.0,0.0
G6836,소화기계 시술 후 합병증 - 특수2,G683,소화기계 시술 후 합병증,M,,6,0.0,0.0
G6837,소화기계 시술 후 합병증 - 특수3,G683,소화기계 시술 후 합병증,M,,7,0.0,0.0
G6838,소화기계 시술 후 합병증 - 특수4,G683,소화기계 시술 후 합병증,M,,8,0.0,0.0
G6839,소화기계 시술 후 합병증 - 특수5,G683,소화기계 시술 후 합병증,M,,9,0.0,0.0
G6850,장의 혈관장애,G685,장의 혈관장애,M,,0,0.0,0.0
G6851,장의 혈관장애 - 경도,G685,장의 혈관장애,M,,1,0.0,0.0
G6852,장의 혈관장애 - 중등도,G685,장의 혈관장애,M,,2,0.0,0.0
G6853,장의 혈관장애 - 중증,G685,장의 혈관장애,M,,3,0.0,0.0
G6854,장의 혈관장애 - 최중증,G685,장의 혈관장애,M,,4,0.0,0.0
G6855,장의 혈관장애 - 특수1,G685,장의 혈관장애,M,,5,0.0,0.0
G6856,장의 혈관장애 - 특수2,G685,장의 혈관장애,M,,6,0.0,0.0
G6857,장의 혈관장애 - 특수3,G685,장의 혈관장애,M,,7,0.0,0.0
G6858,장의 혈관장애 - 특수4,G685,장의 혈관장애,M,,8,0.0,0.0
G6859,장의 혈관장애 - 특수5,G685,장의 혈관장애,M,,9,0.0,0.0
G6860,항문의 질환,G686,항문의 질환,M,,0,0.0,0.0
G6861,항문의 질환 - 경도,G686,항문의 질환,M,,1,0.0,0.0
G6862,항문의 질환 - 중등도,G686,항문의 질환,M,,2,0.0,0.0
G6863,항문의 질환 - 중증,G686,항문의 질환,M,,3,0.0,0.0
G6864,항문의 질환 - 최중증,G686,항문의 질환,M,,4,0.0,0.0
G6865,항문의 질환 - 특수1,G686,항문의 질환,M,,5,0.0,0.0
G6866,항문의 질환 - 특수2,G686,항문의 질환,M,,6,0.0,0.0
G6867,항문의 질환 - 특수3,G686,항문의 질환,M,,7,0.0,0.0
G6868,항문의 질환 - 특수4,G686,항문의 질환,M,,8,0.0,0.0
G6869,항문의 질환 - 특수5,G686,항문의 질환,M,,9,0.0,0.0
G6870,선천성 소화기계 질환,G687,선천성 소화기계 질환,M,,0,0.0,0.0
G6871,선천성 소화기계 질환 - 경도,G687,선천성 소화기계 질환,M,,1,0.0,0.0
G6872,선천성 소화기계 질환 - 중등도,G687,선천성 소화기계 질환,M,,2,0.0,0.0
G6873,선천성 소화기계 질환 - 중증,G687,선천성 소화기계 질환,M,,3,0.0,0.0
G6874,선천성 소화기계 질환 - 최중증,G687,선천성 소화기계 질환,M,,4,0.0,0.0
G6875,선천성 소화기계 질환 - 특수1,G687,선천성 소화기계 질환,M,,5,0.0,0.0
G6876,선천성 소화기계 질환 - 특수2,G687,선천성 소화기계 질환,M,,6,0.0,0.0
G6877,선천성 소화기계 질환 - 특수3,G687,선천성 소화기계 질환,M,,7,0.0,0.0
G6878,선천성 소화기계 질환 - 특수4,G687,선천성 소화기계 질환,M,,8,0.0,0.0
G6879,선천성 소화기계 질환 - 특수5,G687,선천성 소화기계 질환,M,,9,0.0,0.0
G6880,기타 주요 소화기계 질환,G688,기타 주요 소화기계 질환,M,,0,0.0,0.0
G6881,기타 주요 소화기계 질환 - 경도,G688,기타 주요 소화기계 질환,M,,1,0.0,0.0
G6882,기타 주요 소화기계 질환 - 중등도,G688,기타 주요 소화기계 질환,M,,2,0.0,0.0
G6883,기타 주요 소화기계 질환 - 중증,G688,기타 주요 소화기계 질환,M,,3,0.0,0.0
G6884,기타 주요 소화기계 질환 - 최중증,G688,기타 주요 소화기계 질환,M,,4,0.0,0.0
G6885,기타 주요 소화기계 질환 - 특수1,G688,기타 주요 소화기계 질환,M,,5,0.0,0.0
G6886,기타 주요 소화기계 질환 - 특수2,G688,기타 주요 소화기계 질환,M,,6,0.0,0.0
G6887,기타 주요 소화기계 질환 - 특수3,G688,기타 주요 소화기계 질환,M,,7,0.0,0.0
G6888,기타 주요 소화기계 질환 - 특수4,G688,기타 주요 소화기계 질환,M,,8,0.0,0.0
G6889,기타 주요 소화기계 질환 - 특수5,G688,기타 주요 소화기계 질환,M,,9,0.0,0.0
G6890,기타 소화기계 질환,G689,기타 소화기계 질환,M,,0,0.0,0.0
G6891,기타 소화기계 질환 - 경도,G689,기타 소화기계 질환,M,,1,0.0,0.0
G6892,기타 소화기계 질환 - 중등도,G689,기타 소화기계 질환,M,,2,0.0,0.0
G6893,기타 소화기계 질환 - 중증,G689,기타 소화기계 질환,M,,3,0.0,0.0
G6894,기타 소화기계 질환 - 최중증,G689,기타 소화기계 질환,M,,4,0.0,0.0
G6895,기타 소화기계 질환 - 특수1,G689,기타 소화기계 질환,M,,5,0.0,0.0
G6896,기타 소화기계 질환 - 특수2,G689,기타 소화기계 질환,M,,6,0.0,0.0
G6897,기타 소화기계 질환 - 특수3,G689,기타 소화기계 질환,M,,7,0.0,0.0
G6898,기타 소화기계 질환 - 특수4,G689,기타 소화기계 질환,M,,8,0.0,0.0
G6899,기타 소화기계 질환 - 특수5,G689,기타 소화기계 질환,M,,9,0.0,0.0
H0100,간담도췌장 복합수술,H010,간담도췌장 복합수술,S,,0,0.0,0.0
H0101,간담도췌장 복합수술 - 경도,H010,간담도췌장 복합수술,S,,1,0.0,0.0
H0102,간담도췌장 복합수술 - 중등도,H010,간담도췌장 복합수술,S,,2,0.0,0.0
H0103,간담도췌장 복합수술 - 중증,H010,간담도췌장 복합수술,S,,3,0.0,0.0
H0104,간담도췌장 복합수술 - 최중증,H010,간담도췌장 복합수술,S,,4,0.0,0.0
